Rede;Etapa;Componente Curricular;Estado;Previstos;Avaliados;Avaliados (%);Proficiência Média;Abaixo do básico;Básico;Proficiente;Avançado;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%);H 09 (%);H 10 (%);H 11 (%);H 12 (%);H 13 (%);H 14 (%);H 15 (%);H 16 (%);H 17 (%);H 18 (%);H 19 (%);H 20 (%);H 21 (%);H 22 (%);H 23 (%);H 24 (%);H 25 (%);H 26 (%);H 27 (%);H 28 (%);H 29 (%);H 30 (%);H 31 (%);H 32 (%);H 33 (%);H 34 (%);H 35 (%);H 36 (%)
ESTADUAL;ENSINO MEDIO - 3ª SERIE;MT;ESPÍRITO SANTO;22646;20177;89;275;57%;24%;14%;5%;58;36;41;51;50;58;33;38;31;50;84;55;45;48;24;15;26;36;27;38;32;22;40;31;54;31;27;34;24;38;32;20;24;45;22;23
