Avaliação;Rede;Ano Escolar;Componente Curricular;Estado;Previstos;Avaliados;Avaliados (%);Proficiência Média;Abaixo do básico;Básico;Proficiente;Avançado;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%);H 09 (%);H 10 (%);H 11 (%);H 12 (%);H 13 (%);H 14 (%);H 15 (%);H 16 (%);H 17 (%);H 18 (%);H 19 (%);H 20 (%);H 21 (%);H 22 (%);H 23 (%);H 24 (%);H 25 (%);H 26 (%);H 27 (%);H 28 (%);H 29 (%);H 30 (%);H 31 (%);H 32 (%);H 33 (%);H 34 (%);H 35 (%);H 36 (%)
PAEBES 2024;ESTADUAL;ENSINO MEDIO - 3ª SERIE;MT;ESPÍRITO SANTO;27466;25870;94;284;49%;27%;18%;6%;72;33;44;53;42;50;33;42;37;41;83;50;55;50;32;16;32;42;34;47;34;28;32;38;62;34;31;30;36;35;36;33;48;39;51;31
